Word	Tag	Length	Sentence#
Rhogam	B-	6	184
shot	I-	4	184
hurt	O	4	184
just	O	4	184
as	O	2	184
bad	O	3	184
as	O	2	184
my	O	2	184
1st	O	3	184
one	O	3	184
.	O	1	184
O	O	1	184
negative	O	8	184
blood	O	5	184
is	O	2	184
a	O	1	184
blessing	O	8	184
&	O	1	184
amp	O	3	184
;	O	1	184
a	O	1	184
curse	O	5	184
.	O	1	184
#	O	1	184
crybaby	O	7	184
@	O	1	185
callathekitten	O	14	185
She	O	3	185
is	O	2	185
currently	O	9	185
on	O	2	185
a	O	1	185
morphine	B-	8	185
drip	O	4	185
&	O	1	185
amp	O	3	185
;	O	1	185
hospice	O	7	185
is	O	2	185
taking	O	6	185
over	O	4	185
.	O	1	185
trying	O	6	185
to	O	2	185
just	O	4	185
make	O	4	185
her	O	3	185
comfortable	O	11	185
at	O	2	185
this	O	4	185
point	O	5	185
.	O	1	185
However	O	7	186
,	O	1	186
if	O	2	186
I	O	1	186
paired	O	6	186
the	O	3	186
wine	O	4	186
with	O	4	186
some	O	4	186
muscle	B-	6	186
relaxers	I-	8	186
,	O	1	186
I	O	1	186
might	O	5	186
have	O	4	186
a	O	1	186
greater	O	7	186
understanding	O	13	186
of	O	2	186
what	O	4	186
it	O	2	186
's	O	2	186
like	O	4	186
to	O	2	186
be	O	2	186
Rush	O	4	186
Limbaugh	O	8	186
...	O	3	186
#	O	1	186
Hmmm	O	4	186
Just	O	4	187
started	O	7	187
on	O	2	187
my	O	2	187
second	O	6	187
venti	O	5	187
iced	O	4	187
coffee	O	6	187
from	O	4	187
#	O	1	187
Starbucks	O	9	187
.	O	1	187
Drowsiness	O	10	187
is	O	2	187
INDEED	O	6	187
a	O	1	187
side	O	4	187
effect	O	6	187
of	O	2	187
muscle	B-	6	187
relaxers	I-	8	187
!	O	1	187
=	O	1	187
(	O	1	187
#	O	1	188
ad	O	2	188
Are	O	3	188
you	O	3	188
good	O	4	188
about	O	5	188
taking	O	6	188
#	O	1	188
vitamins	B-	8	188
?	O	1	188
#	O	1	188
HealthYourself	O	14	188
and	O	3	188
try	O	3	188
out	O	3	188
a	O	1	188
supplement	O	10	188
recommender	O	11	188
to	O	2	188
find	O	4	188
your	O	4	188
best	O	4	188
bets	O	4	188
!	O	1	188
http	O	4	188
:	O	1	188
//t.co/bLuFFHSbuf	O	17	188
Birth	B-	5	189
control	I-	7	189
✔️	O	2	189
Prenatal	O	8	189
✔️	O	2	189
When	O	4	190
your	O	4	190
birth	B-	5	190
control	I-	7	190
alarm	O	5	190
goes	O	4	190
off	O	3	190
&	O	1	190
amp	O	3	190
;	O	1	190
wakes	O	5	190
the	O	3	190
baby	O	4	190
that	O	4	190
just	O	4	190
fell	O	4	190
asleep	O	6	190
...	O	3	190
it	O	2	190
reminds	O	7	190
you	O	3	190
why	O	3	190
you	O	3	190
take	O	4	190
birth	O	5	190
control	O	7	190
in	O	2	190
the	O	3	190
1st	O	3	190
place	O	5	190
.	O	1	190
When	O	4	191
your	O	4	191
birth	O	5	191
control	O	7	191
alarm	O	5	191
goes	O	4	191
off	O	3	191
&	O	1	191
amp	O	3	191
;	O	1	191
wakes	O	5	191
the	O	3	191
baby	O	4	191
that	O	4	191
just	O	4	191
fell	O	4	191
asleep	O	6	191
...	O	3	191
it	O	2	191
reminds	O	7	191
you	O	3	191
why	O	3	191
you	O	3	191
take	O	4	191
birth	B-	5	191
control	I-	7	191
in	O	2	191
the	O	3	191
1st	O	3	191
place	O	5	191
.	O	1	191
I	O	1	192
really	O	6	192
need	O	4	192
to	O	2	192
pack	O	4	192
a	O	1	192
bag	O	3	192
for	O	3	192
Tulsa	O	5	192
this	O	4	192
weekend	O	7	192
but	O	3	192
taking	O	6	192
a	O	1	192
muscle	B-	6	192
relaxer	I-	7	192
and	O	3	192
passing	O	7	192
out	O	3	192
in	O	2	192
this	O	4	192
recliner	O	8	192
sounds	O	6	192
soooooooo	O	9	192
much	O	4	192
better	O	6	192
Thank	O	5	193
god	O	3	193
it	O	2	193
was	O	3	193
just	O	4	193
a	O	1	193
false	O	5	193
alarm	O	5	193
I	O	1	193
do	O	2	193
n't	O	3	193
want	O	4	193
to	O	2	193
get	O	3	193
pregnant	O	8	193
any	O	3	193
time	O	4	193
soon	O	4	193
I	O	1	193
'm	O	2	193
so	O	2	193
scared	O	6	193
to	O	2	193
stop	O	4	193
taking	O	6	193
my	O	2	193
birth	B-	5	193
control	I-	7	193
@	O	1	194
ayeemandaa_	O	11	194
Well	O	4	194
I	O	1	194
was	O	3	194
on	O	2	194
magnesium	B-	9	194
.	O	1	194
They	O	4	194
did	O	3	194
labs	O	4	194
on	O	2	194
me	O	2	194
every	O	5	194
4	O	1	194
hours	O	5	194
just	O	4	194
to	O	2	194
make	O	4	194
sure	O	4	194
I	O	1	194
didnt	O	5	194
have	O	4	194
a	O	1	194
lot	O	3	194
of	O	2	194
it…	O	3	194
https	O	5	194
:	O	1	194
//t.co/WZRnwhjgIo	O	17	194
I	O	1	195
fucking	O	7	195
hate	O	4	195
how	O	3	195
these	O	5	195
pain	B-	4	195
meds	I-	4	195
make	O	4	195
me	O	2	195
feel	O	4	195
but	O	3	195
I	O	1	195
'm	O	2	195
too	O	3	195
sore	O	4	195
to	O	2	195
function	O	8	195
if	O	2	195
I	O	1	195
do	O	2	195
n't	O	3	195
take	O	4	195
them	O	4	195
😭	O	1	195
I	O	1	195
just	O	4	195
want	O	4	195
to	O	2	195
feel	O	4	195
normal	O	6	195
again	O	5	195
.	O	1	195
@	O	1	196
adrienneivey	O	12	196
hopefully	O	9	196
I	O	1	196
can	O	3	196
shake	O	5	196
most	O	4	196
of	O	2	196
it	O	2	196
off	O	3	196
today	O	5	196
,	O	1	196
if	O	2	196
not	O	3	196
,	O	1	196
it	O	2	196
's	O	2	196
not	O	3	196
the	O	3	196
end	O	3	196
of	O	2	196
the	O	3	196
world	O	5	196
.	O	1	196
I	O	1	196
can	O	3	196
only	O	4	196
take	O	4	196
Tylenol	B-	7	196
though	O	6	196
!	O	1	196
boo	O	3	196
!	O	1	196
Also	O	4	197
,	O	1	197
I	O	1	197
think	O	5	197
my	O	2	197
husband	O	7	197
is	O	2	197
trying	O	6	197
to	O	2	197
romance	O	7	197
me	O	2	197
as	O	2	197
he	O	2	197
came	O	4	197
home	O	4	197
with	O	4	197
a	O	1	197
NEW	O	3	197
flavour	O	7	197
of	O	2	197
Tums	B-	4	197
that	O	4	197
I	O	1	197
have	O	4	197
n't	O	3	197
yet	O	3	197
tried	O	5	197
.	O	1	197
;	O	1	197
)	O	1	197
#	O	1	197
pregnancy	O	9	197
You	O	3	198
wo	O	2	198
n't	O	3	198
start	O	5	198
feeling	O	7	198
the	O	3	198
pictocin	B-	8	198
for	O	3	198
about	O	5	198
an	O	2	198
hour	O	4	198
Uh	O	2	198
bullshit	O	8	198
I	O	1	198
've	O	3	198
been	O	4	198
having	O	6	198
contractions	O	12	198
since	O	5	198
that	O	4	198
shit	O	4	198
hit	O	3	198
my	O	2	198
system	O	6	198
😶😶😶	O	3	198
@	O	1	199
Kainin	O	6	199
the	O	3	199
AC	O	2	199
can	O	3	199
dry	O	3	199
you	O	3	199
out	O	3	199
.	O	1	199
Get	O	3	199
a	O	1	199
saline	B-	6	199
spray	I-	5	199
.	O	1	199
Helps	O	5	199
keep	O	4	199
it	O	2	199
from	O	4	199
super	O	5	199
drying	O	6	199
.	O	1	199
Just	O	4	200
kidding	O	7	200
..	O	2	200
more	O	4	200
lab	O	3	200
work	O	4	200
,	O	1	200
more	O	4	200
doctor	O	6	200
visits	O	6	200
,	O	1	200
and	O	3	200
more	O	4	200
antibiotics	B-	11	200
through	O	7	200
my	O	2	200
veins	O	5	200
😥	O	1	200
@	O	1	201
pinkchai	O	8	201
Tylenol	B-	7	201
is	O	2	201
great	O	5	201
for	O	3	201
throat	O	6	201
pain.The	O	8	201
nurse	O	5	201
in	O	2	201
me	O	2	201
goes	O	4	201
to	O	2	201
drugs	O	5	201
first	O	5	201
;	O	1	201
)	O	1	201
@	O	1	202
LinzDeFranco	O	12	202
Try	O	3	202
generic	O	7	202
(	O	1	202
Wal-Mart	O	8	202
brand	O	5	202
)	O	1	202
Prilosec	B-	8	202
OTC	I-	3	202
gel	O	3	202
capsules	O	8	202
.	O	1	202
It	O	2	202
's	O	2	202
the	O	3	202
ONLY	O	4	202
thing	O	5	202
that	O	4	202
has	O	3	202
helped	O	6	202
with	O	4	202
my	O	2	202
pregnancy	O	9	202
@	O	1	203
MeganCalvery	O	12	203
regardless	O	10	203
I	O	1	203
'm	O	2	203
getting	O	7	203
the	O	3	203
damn	O	4	203
epidural	B-	8	203
💅	O	1	203
Last	O	4	204
min	O	3	204
oxys	B-	4	204
so	O	2	204
i	O	1	204
can	O	3	204
sleep	O	5	204
...	O	3	204
juju	O	4	204
knocked	O	7	204
...	O	3	204
and	O	3	204
rell	O	4	204
at	O	2	204
home	O	4	204
cleaning	O	8	204
lol	O	3	204
@	O	1	205
TheMamaship	O	11	205
Ugh	O	3	205
.	O	1	205
I	O	1	205
had	O	3	205
a	O	1	205
sinus	O	5	205
infection	O	9	205
last	O	4	205
Winter	O	6	205
and	O	3	205
could	O	5	205
not	O	3	205
get	O	3	205
over	O	4	205
the	O	3	205
teeth	O	5	205
pain	O	4	205
.	O	1	205
So	O	2	205
annoying	O	8	205
.	O	1	205
I	O	1	205
ended	O	5	205
up	O	2	205
on	O	2	205
antibiotics	B-	11	205
.	O	1	205
Getting	O	7	206
'upgraded	O	9	206
'	O	1	206
from	O	4	206
Tums	B-	4	206
to	O	2	206
a	O	1	206
daily	O	5	206
OTC	O	3	206
.	O	1	206
Too	O	3	206
bad	O	3	206
tomorrow	O	8	206
is	O	2	206
Christmas	O	9	206
Eve	O	3	206
so	O	2	206
stores	O	6	206
will	O	4	206
be	O	2	206
nuts	O	4	206
Last	O	4	207
time	O	4	207
I	O	1	207
had	O	3	207
a	O	1	207
sore	O	4	207
arm	O	3	207
from	O	4	207
a	O	1	207
vaccine	O	7	207
was	O	3	207
when	O	4	207
I	O	1	207
got	O	3	207
my	O	2	207
meningitis	B-	10	207
vaccine	I-	7	207
Shoulda	O	7	208
took	O	4	208
some	O	4	208
more	O	4	208
NyQuil	B-	6	208
😔	O	1	208
Evan	O	4	209
&	O	1	209
amp	O	3	209
;	O	1	209
I	O	1	209
went	O	4	209
into	O	4	209
Target	O	6	209
to	O	2	209
buy	O	3	209
some	O	4	209
vitamins	B-	8	209
.	O	1	209
We	O	2	209
came	O	4	209
out	O	3	209
with	O	4	209
$	O	1	209
150+	O	4	209
worth	O	5	209
of	O	2	209
stuff	O	5	209
.	O	1	209
😅	O	1	209
@	O	1	210
EngrishPorice	O	13	210
honestly	O	8	210
I	O	1	210
'm	O	2	210
high	O	4	210
on	O	2	210
American	O	8	210
flu	B-	3	210
medication	I-	10	210
so	O	2	210
I	O	1	210
do	O	2	210
n't	O	3	210
even	O	4	210
know	O	4	210
my	O	2	210
own	O	3	210
name	O	4	210
right	O	5	210
now	O	3	210
!	O	1	210
😂	O	1	210
Nasal	B-	5	211
flu	I-	3	211
vac	I-	3	211
for	O	3	211
children	O	8	211
..	O	2	211
anyones	O	7	211
kids	O	4	211
get	O	3	211
side	O	4	211
effects	O	7	211
?	O	1	211
So	O	2	212
explain	O	7	212
to	O	2	212
me	O	2	212
how	O	3	212
GMO	O	3	212
insulin	B-	7	212
is	O	2	212
poison	O	6	212
?	O	1	212
Without	O	7	212
it	O	2	212
,	O	1	212
diabetics	O	9	212
die	O	3	212
.	O	1	212
Citations	O	9	212
for	O	3	212
poisoning	O	9	212
people	O	6	212
and	O	3	212
the	O	3	212
planet	O	6	212
please	O	6	212
.	O	1	212
@	O	1	212
duncanasper	O	11	212
They	O	4	213
still	O	5	213
want	O	4	213
to	O	2	213
give	O	4	213
her	O	3	213
steroids	B-	8	213
like	O	4	213
no	O	2	213
foh	O	3	213
@	O	1	214
shaunGstyles	O	12	214
she	O	3	214
had	O	3	214
a	O	1	214
epidural	B-	8	214
?	O	1	214
I	O	1	215
'm	O	2	215
working	O	7	215
on	O	2	215
it	O	2	215
!	O	1	215
4:00am	O	6	215
now	O	3	215
.	O	1	215
Pain	O	4	215
was	O	3	215
intense	O	7	215
so	O	2	215
I	O	1	215
just	O	4	215
had	O	3	215
a	O	1	215
magical	O	7	215
wonderful	O	9	215
epidural	B-	8	215
from	O	4	215
the…	O	4	215
http	O	4	215
:	O	1	215
//t.co/cAirxmy40f	O	17	215
@	O	1	216
sstuckeyy	O	9	216
I	O	1	216
did	O	3	216
n't	O	3	216
take	O	4	216
prenatals	B-	9	216
at	O	2	216
all	O	3	216
,	O	1	216
people	O	6	216
did	O	3	216
n't	O	3	216
back	O	4	216
in	O	2	216
the	O	3	216
day	O	3	216
so	O	2	216
I	O	1	216
do	O	2	216
n't	O	3	216
think	O	5	216
it	O	2	216
's	O	2	216
necessary	O	9	216
.	O	1	216
Just	O	4	216
eat	O	3	216
healthy	O	7	216
&	O	1	216
amp	O	3	216
;	O	1	216
drink	O	5	216
water	O	5	216
😊	O	1	216
My	O	2	217
friend	O	6	217
asked	O	5	217
me	O	2	217
where	O	5	217
she	O	3	217
can	O	3	217
go	O	2	217
to	O	2	217
get	O	3	217
birth	B-	5	217
control	I-	7	217
and	O	3	217
I	O	1	217
was	O	3	217
telling	O	7	217
Jay	O	3	217
about	O	5	217
it	O	2	217
and	O	3	217
he	O	2	217
goes	O	4	217
God	O	3	217
you	O	3	217
sound	O	5	217
like	O	4	217
a	O	1	217
mom	O	3	217
😂😂	O	2	217
Feeling	O	7	218
great	O	5	218
even	O	4	218
after	O	5	218
giving	O	6	218
birth	O	5	218
to	O	2	218
Jayce	O	5	218
without	O	7	218
any	O	3	218
pain	B-	4	218
meds	I-	4	218
.	O	1	218
:	O	1	218
)	O	1	218
This	O	4	219
morphine	B-	8	219
do	O	2	219
n't	O	3	219
work	O	4	219
🙄	O	1	219
I	O	1	219
've	O	3	219
pressed	O	7	219
this	O	4	219
button	O	6	219
like	O	4	219
4	O	1	219
times	O	5	219
&	O	1	219
amp	O	3	219
;	O	1	219
I	O	1	219
still	O	5	219
feel	O	4	219
like	O	4	219
shit	O	4	219
😭	O	1	219
Why	O	3	220
are	O	3	220
prenatal	B-	8	220
vitamins	I-	8	220
pricey	O	6	220
?	O	1	220
Tylenol	B-	7	221
+	I-	1	221
Codeine	I-	7	221
ALWAYS	O	6	221
makes	O	5	221
me	O	2	221
feel	O	4	221
so	O	2	221
weird	O	5	221
but	O	3	221
it	O	2	221
's	O	2	221
the	O	3	221
only	O	4	221
thing	O	5	221
that	O	4	221
helps	O	5	221
my	O	2	221
migraines	O	9	221
😞😩	O	2	221
For	O	3	222
now	O	3	222
after	O	5	222
this	O	4	222
baby	O	4	222
I	O	1	222
'm	O	2	222
getting	O	7	222
the	O	3	222
nexplanon	B-	9	222
for	O	3	222
6	O	1	222
years	O	5	222
3	O	1	222
then	O	4	222
another	O	7	222
3	O	1	222
lol	O	3	222
I	O	1	223
do	O	2	223
n't	O	3	223
wan	O	3	223
na	O	2	223
take	O	4	223
medicine	O	8	223
so	O	2	223
im	O	2	223
just	O	4	223
going	O	5	223
to	O	2	223
try	O	3	223
to	O	2	223
take	O	4	223
emergen-c	B-	9	223
and	O	3	223
hope	O	4	223
it	O	2	223
helps	O	5	223
I	O	1	224
told	O	4	224
Michelle	O	8	224
Obama	O	5	224
I	O	1	224
have	O	4	224
n't	O	3	224
eaten	O	5	224
anything	O	8	224
in	O	2	224
3	O	1	224
days	O	4	224
because	O	7	224
I	O	1	224
have	O	4	224
adderall	B-	8	224
now	O	3	224
.	O	1	224
She	O	3	224
high	O	4	224
fived	O	5	224
me	O	2	224
.	O	1	224
Just	O	4	225
took	O	4	225
my	O	2	225
first	O	5	225
muscle	B-	6	225
relaxer	I-	7	225
to	O	2	225
help	O	4	225
with	O	4	225
my	O	2	225
back	O	4	225
pain	O	4	225
.	O	1	225
I	O	1	225
do	O	2	225
n't	O	3	225
see	O	3	225
what	O	4	225
all	O	3	225
the	O	3	225
fuss	O	4	225
is	O	2	225
about	O	5	225
painkillers	O	11	225
,	O	1	225
I	O	1	225
sdfbyese5i6tygfdshbve4eui	O	25	225
Just	O	4	226
took	O	4	226
my	O	2	226
first	O	5	226
muscle	O	6	226
relaxer	O	7	226
to	O	2	226
help	O	4	226
with	O	4	226
my	O	2	226
back	O	4	226
pain	O	4	226
.	O	1	226
I	O	1	226
do	O	2	226
n't	O	3	226
see	O	3	226
what	O	4	226
all	O	3	226
the	O	3	226
fuss	O	4	226
is	O	2	226
about	O	5	226
painkillers	B-	11	226
,	O	1	226
I	O	1	226
sdfbyese5i6tygfdshbve4eui	O	25	226
these	O	5	227
pain	B-	4	227
meds	I-	4	227
suck	O	4	227
lol	O	3	227
I	O	1	228
need	O	4	228
some	O	4	228
Pepto	B-	5	228
Bismol	I-	6	228
Is	O	2	229
it	O	2	229
Tylenol	B-	7	229
or	O	2	229
ibuprofen	O	9	229
that	O	4	229
you	O	3	229
can	O	3	229
take	O	4	229
while	O	5	229
pregnant	O	8	229
?	O	1	229
🤔	O	1	229
Is	O	2	230
it	O	2	230
Tylenol	O	7	230
or	O	2	230
ibuprofen	B-	9	230
that	O	4	230
you	O	3	230
can	O	3	230
take	O	4	230
while	O	5	230
pregnant	O	8	230
?	O	1	230
🤔	O	1	230
My	O	2	231
kids	O	4	231
are	O	3	231
so	O	2	231
envious	O	7	231
of	O	2	231
the	O	3	231
Tums	B-	4	231
that	O	4	231
I	O	1	231
chomp	O	5	231
on	O	2	231
regularly	O	9	231
.	O	1	231
They	O	4	231
cry	O	3	231
and	O	3	231
beg	O	3	231
to	O	2	231
have	O	4	231
one	O	3	231
.	O	1	231
Ridiculous	O	10	231
.	O	1	231
They	O	4	231
think	O	5	231
I	O	1	231
'm	O	2	231
chowing	O	7	231
candies	O	7	231
?	O	1	231
!	O	1	231
@	O	1	232
jjacula	O	7	232
I	O	1	232
just	O	4	232
should	O	6	232
n't	O	3	232
have	O	4	232
said	O	4	232
anything	O	8	232
...	O	3	232
the	O	3	232
advise	O	6	232
she	O	3	232
pours	O	5	232
in	O	2	232
😉I	O	2	232
just	O	4	232
want	O	4	232
Sudafed	B-	7	232
and	O	3	232
NyQuil	O	6	232
dammit	O	6	232
!	O	1	232
!	O	1	232
!	O	1	232
@	O	1	233
jjacula	O	7	233
I	O	1	233
just	O	4	233
should	O	6	233
n't	O	3	233
have	O	4	233
said	O	4	233
anything	O	8	233
...	O	3	233
the	O	3	233
advise	O	6	233
she	O	3	233
pours	O	5	233
in	O	2	233
😉I	O	2	233
just	O	4	233
want	O	4	233
Sudafed	O	7	233
and	O	3	233
NyQuil	B-	6	233
dammit	O	6	233
!	O	1	233
!	O	1	233
!	O	1	233
Why	O	3	234
does	O	4	234
my	O	2	234
prenatal	B-	8	234
vitamin	I-	7	234
smell	O	5	234
like	O	4	234
dogs	O	4	234
medicine	O	8	234
lol	O	3	234
@	O	1	235
Rhy_QD10	O	8	235
yeah	O	4	235
irking	O	6	235
he	O	2	235
need	O	4	235
his	O	3	235
ass	O	3	235
whoop	O	5	235
I	O	1	235
really	B-	6	235
,	O	1	235
do	O	2	235
n't	O	3	235
feel	O	4	235
good	O	4	235
I	O	1	235
swear	O	5	235
I	O	1	235
'm	O	2	235
about	O	5	235
to	O	2	235
go	O	2	235
to	O	2	235
the	O	3	235
hospital	O	8	235
@	O	1	236
HGmoms	O	6	236
spoke	O	5	236
with	O	4	236
my	O	2	236
nurse	O	5	236
this	O	4	236
morning	O	7	236
!	O	1	236
We	O	2	236
adjusted	O	8	236
the	O	3	236
rate	O	4	236
on	O	2	236
my	O	2	236
zofran	B-	6	236
pump	O	4	236
.	O	1	236
:	O	1	236
)	O	1	236
@	O	1	237
Fragula	O	7	237
I	O	1	237
'm	O	2	237
not	O	3	237
allowe	O	6	237
to	O	2	237
take	O	4	237
laxatives	B-	9	237
so	O	2	237
I	O	1	237
take	O	4	237
fiber	O	5	237
gummies	O	7	237
,	O	1	237
which	O	5	237
are	O	3	237
sexy	O	4	237
and	O	3	237
exotic	O	6	237
because	O	7	237
here	O	4	237
they	O	4	237
're	O	3	237
fibre	O	5	237
gummies	O	7	237
.	O	1	237
Oh	O	2	237
la	O	2	237
la	O	2	237
!	O	1	237
@	O	1	238
Fragula	O	7	238
I	O	1	238
'm	O	2	238
not	O	3	238
allowe	O	6	238
to	O	2	238
take	O	4	238
laxatives	O	9	238
so	O	2	238
I	O	1	238
take	O	4	238
fiber	B-	5	238
gummies	I-	7	238
,	O	1	238
which	O	5	238
are	O	3	238
sexy	O	4	238
and	O	3	238
exotic	O	6	238
because	O	7	238
here	O	4	238
they	O	4	238
're	O	3	238
fibre	O	5	238
gummies	O	7	238
.	O	1	238
Oh	O	2	238
la	O	2	238
la	O	2	238
!	O	1	238
@	O	1	239
TakinHearts_	O	12	239
😂😂😂	O	3	239
I	O	1	239
hope	O	4	239
that	O	4	239
do	O	2	239
n't	O	3	239
happen	O	6	239
to	O	2	239
me	O	2	239
I	O	1	239
'm	O	2	239
running	O	7	239
until	O	5	239
I	O	1	239
get	O	3	239
back	O	4	239
on	O	2	239
birth	B-	5	239
control	I-	7	239
Tums	B-	4	240
are	O	3	240
triflin	O	7	240
Bouta	O	5	241
take	O	4	241
some	O	4	241
night	B-	5	241
quil	I-	4	241
🤘🏽	O	2	241
@	O	1	242
RaynaJaye	O	9	242
@	O	1	242
jennabennabear	O	14	242
sudafed	B-	7	242
when	O	4	243
you	O	3	243
get	O	3	243
given	O	5	243
the	O	3	243
worst	O	5	243
cough	O	5	243
in	O	2	243
the	O	3	243
universe	O	8	243
and	O	3	243
all	O	3	243
you	O	3	243
can	O	3	243
take	O	4	243
is	O	2	243
honey	O	5	243
and	O	3	243
lemon	O	5	243
with	O	4	243
a	O	1	243
side	O	4	243
of	O	2	243
paracetamol	B-	11	243
😑	O	1	243
Should	O	6	244
have	O	4	244
taken	O	5	244
Benadryl	B-	8	244
..	O	2	244
I	O	1	244
need	O	4	244
sleep	O	5	244
!	O	1	244
I	O	1	245
woke	O	4	245
up	O	2	245
with	O	4	245
the	O	3	245
sorest	O	6	245
throat	O	6	245
and	O	3	245
stiffest	O	8	245
neck	O	4	245
today	O	5	245
.	O	1	245
It	O	2	245
actually	O	8	245
feels	O	5	245
worse	O	5	245
now	O	3	245
.	O	1	245
Blah	O	4	245
.	O	1	245
#	O	1	245
Advil	B-	5	245
#	O	1	245
bed	O	3	245
#	O	1	245
ihateviruses	O	12	245
I	O	1	246
'm	O	2	246
really	O	6	246
chilling	O	8	246
out	O	3	246
on	O	2	246
taking	O	6	246
these	O	5	246
damn	O	4	246
Benadryls	B-	9	246
at	O	2	246
night	O	5	246
,	O	1	246
they	O	4	246
're	O	3	246
becoming	O	8	246
addictive	O	9	246
.	O	1	246
Then	O	4	247
got	O	3	247
an	O	2	247
epidural	B-	8	247
🙋‍♀️👐	O	5	247
@	O	1	248
pugzznotdrugz	O	13	248
i	O	1	248
hated	O	5	248
depo	B-	4	248
,	O	1	248
so	O	2	248
i	O	1	248
switched	O	8	248
as	O	2	248
soon	O	4	248
as	O	2	248
i	O	1	248
could	O	5	248
.	O	1	248
And	O	3	248
yeah	O	4	248
!	O	1	248
it	O	2	248
works	O	5	248
for	O	3	248
up	O	2	248
to	O	2	248
3	O	1	248
years	O	5	248
and	O	3	248
you	O	3	248
do	O	2	248
n't	O	3	248
even	O	4	248
notice	O	6	248
it	O	2	248
.	O	1	248
I	O	1	248
've	O	3	248
heard	O	5	248
@	O	1	249
slouisebuck	O	11	249
sorry	O	5	249
you	O	3	249
're	O	3	249
suffering	O	9	249
.	O	1	249
😔	O	1	249
I	O	1	249
lost	O	4	249
35	O	2	249
pounds	O	6	249
in	O	2	249
January	O	7	249
due	O	3	249
to	O	2	249
HG	O	2	249
.	O	1	249
Now	O	3	249
,	O	1	249
I	O	1	249
'm	O	2	249
22	O	2	249
weeks	O	5	249
&	O	1	249
amp	O	3	249
;	O	1	249
doing	O	5	249
well	O	4	249
with	O	4	249
a	O	1	249
zofran	B-	6	249
pump	O	4	249
.	O	1	249
I	O	1	249
hope	O	4	249
your	O	4	249
Broke	O	5	250
my	O	2	250
water	O	5	250
and	O	3	250
started	O	7	250
pitocin	B-	7	250
😁	O	1	250
Okay	O	4	251
,	O	1	251
Soooo	O	5	251
.	O	1	251
.	O	1	251
.	O	1	251
I	O	1	251
have	O	4	251
a	O	1	251
real-life	O	9	251
friend	O	6	251
who	O	3	251
has	O	3	251
started	O	7	251
injections	B-	10	251
for	I-	3	251
IVF	I-	3	251
!	O	1	251
!	O	1	251
!	O	1	251
!	O	1	251
Please	O	6	251
,	O	1	251
please	O	6	251
,	O	1	251
please	O	6	251
throw	O	5	251
...	O	3	251
http	O	4	251
:	O	1	251
//t.co/KrYKsBH2ia	O	17	251
@	O	1	252
NewfiePete77	O	12	252
Watch	O	5	252
the	O	3	252
Tylenol	B-	7	252
ingestion	O	9	252
with	O	4	252
the	O	3	252
day/night	O	9	252
pills	O	5	252
and	O	3	252
acetaminophen	O	13	252
together	O	8	252
!	O	1	252
#	O	1	252
nerdalert	O	9	252
@	O	1	253
NewfiePete77	O	12	253
Watch	O	5	253
the	O	3	253
Tylenol	O	7	253
ingestion	O	9	253
with	O	4	253
the	O	3	253
day/night	O	9	253
pills	O	5	253
and	O	3	253
acetaminophen	B-	13	253
together	O	8	253
!	O	1	253
#	O	1	253
nerdalert	O	9	253
Yoooo	O	5	254
,	O	1	254
can	O	3	254
somebody	O	8	254
drop	O	4	254
me	O	2	254
off	O	3	254
a	O	1	254
Benadryl	B-	8	254
?	O	1	254
Take	O	4	255
advantage	O	9	255
of	O	2	255
the	O	3	255
NEW	O	3	255
@	O	1	255
VPX_Sports	O	10	255
Redline	O	7	255
White	B-	5	255
Heat	I-	4	255
Preworkout	I-	10	255
Promo	O	5	255
!	O	1	255
http	O	4	255
:	O	1	255
//t.co/qd65435j3B	O	17	255
#	O	1	255
vpx	O	3	255
#	O	1	255
preworkout	O	10	255
#	O	1	255
fitness	O	7	255
#	O	1	255
whiteheat	O	9	255
I	O	1	256
did	O	3	256
my	O	2	256
first	O	5	256
injection	O	9	256
of	O	2	256
Lupron	B-	6	256
today	O	5	256
:	O	1	256
D	O	1	256
Feeling	O	7	256
sooo	O	4	256
proud	O	5	256
of	O	2	256
myself	O	6	256
for	O	3	256
being	O	5	256
able	O	4	256
to	O	2	256
do	O	2	256
it	O	2	256
on	O	2	256
my	O	2	256
own	O	3	256
!	O	1	256
!	O	1	256
!	O	1	256
I	O	1	256
...	O	3	256
http	O	4	256
:	O	1	256
//t.co/7YRBQ5bYNe	O	17	256
Woke	O	4	257
up	O	2	257
abruptly	O	8	257
and	O	3	257
panicking	O	9	257
because	O	7	257
I	O	1	257
heard	O	5	257
beeping	O	7	257
.	O	1	257
I	O	1	257
thought	O	7	257
it	O	2	257
was	O	3	257
an	O	2	257
alarm	O	5	257
.	O	1	257
It	O	2	257
was	O	3	257
just	O	4	257
time	O	4	257
for	O	3	257
a	O	1	257
syringe	O	7	257
change	O	6	257
..	O	2	257
hah	O	3	257
!	O	1	257
#	O	1	257
zofran	B-	6	257
pump	O	4	257
Prenatals	B-	9	258
are	O	3	258
doing	O	5	258
magic	O	5	258
to	O	2	258
my	O	2	258
hair	O	4	258
😍😍	O	2	258
I	O	1	259
was	O	3	259
definitely	O	10	259
a	O	1	259
lot	O	3	259
faster	O	6	259
prepping	O	8	259
my	O	2	259
Menopur	B-	7	259
.	O	1	259
.	O	1	259
.	O	1	259
much	O	4	259
smoother	O	8	259
today	O	5	259
,	O	1	259
